사업장명,도로명주소,지번주소,동,전화번호,업태구분명,영업상태명,인허가일자,업종,착한업소,사랑상품권,위생등급,행정처분,latitude,longitude,가격
라 파밀리아,"서울특별시 광진구 능동로 90 (자양동, 더클래식500 (6층))",서울특별시 광진구 자양동 227-342 더클래식500 (6층),자양동,222185751,"외국음식전문점(인도,태국등)",영업/정상,2011-08-08,일반음식점,미등록,불가능,,없음,37.5387882,127.0711369,22500
족발명가,"서울특별시 광진구 아차산로62길 14-2 (구의동,(1층))",서울특별시 광진구 구의동 218-9 (1층),구의동,02 4555850,한식,영업/정상,2011-08-11,일반음식점,미등록,가능,,없음,37.5390525,127.0935254,19500
대박포차,"서울특별시 광진구 동일로24길 81 (화양동,(1층))",서울특별시 광진구 화양동 10-35 (1층),화양동,,정종/대포집/소주방,영업/정상,2011-08-26,일반음식점,미등록,불가능,,없음,37.5427502,127.0695319,15000
가네초밥,"서울특별시 광진구 광나루로 352 (화양동,(1층))",서울특별시 광진구 화양동 21-1 (1층),화양동,264485775,일식,영업/정상,2011-10-04,일반음식점,미등록,가능,,없음,37.5479882,127.0688012,15000
믹스라운지,"서울특별시 광진구 동일로24길 102 (화양동,(지하))",서울특별시 광진구 화양동 8-8 (지하),화양동,02 4988259,호프/통닭,영업/정상,2011-10-12,일반음식점,미등록,불가능,,없음,37.5422231,127.070475,15000
써브웨이세종대점,서울특별시 광진구 광나루로 390 (화양동),서울특별시 광진구 화양동 206,화양동,02  465 3285,경양식,영업/정상,2011-10-26,일반음식점,미등록,불가능,,없음,37.547336,127.072942,11700
중독족발,"서울특별시 광진구 아차산로29길 47 (화양동,(1층))",서울특별시 광진구 화양동 34-11 (1층),화양동,02  496 2878,한식,영업/정상,2011-10-26,일반음식점,미등록,가능,,없음,37.5429943,127.0690323,36750
벙커2,서울특별시 광진구 능동로19길 41 (화양동),서울특별시 광진구 화양동 114-5번지,화양동,02 4627509,호프/통닭,영업/정상,2011-11-03,일반음식점,미등록,가능,,없음,37.5472371,127.0714901,15750
빛나는 미나리 식당,서울특별시 광진구 능동로 360-1 (중곡동),서울특별시 광진구 중곡동 41-17,중곡동,02 4557238,횟집,영업/정상,2011-11-04,일반음식점,미등록,불가능,,없음,37.5614736,127.0821349,35475
북해도,서울특별시 광진구 동일로60길 54 (군자동),서울특별시 광진구 군자동 469-23,군자동,02 4634581,일식,영업/정상,2011-12-07,일반음식점,미등록,불가능,,없음,37.5574748,127.0762067,31250
미로네분식,"서울특별시 광진구 면목로 8, 1층 (군자동)",서울특별시 광진구 군자동 49-53 1층,군자동,204674765,분식,영업/정상,2011-11-02,일반음식점,미등록,불가능,,있음,37.55488,127.0754446,4750
미각,서울특별시 광진구 능동로13길 117 (화양동),서울특별시 광진구 화양동 31-1,화양동,7075028345,까페,영업/정상,2012-02-24,일반음식점,미등록,가능,,없음,37.5464924,127.0674687,8750
카페카파,서울특별시 광진구 동일로60길 45 (군자동),서울특별시 광진구 군자동 467-9,군자동,02 4661560,까페,영업/정상,2012-03-05,일반음식점,미등록,가능,,없음,37.5578429,127.0758927,5700
현이네 고기국수,서울특별시 광진구 군자로3길 23 (화양동),서울특별시 광진구 화양동 12-52,화양동,02 4999501,분식,영업/정상,2012-03-06,일반음식점,미등록,가능,,없음,37.5442552,127.0702032,9500
피아짜,"서울특별시 광진구 광장로 59-1, 1층 (광장동)",서울특별시 광진구 광장동 259-8 1층,광장동,7087601135,한식,영업/정상,2012-03-20,일반음식점,미등록,불가능,,없음,37.5473699,127.1035702,3250
동서울손칼국수,"서울특별시 광진구 구의강변로 35, 삼진빌딩 1층 (구의동)",서울특별시 광진구 구의동 596-6 삼진빌딩1층,구의동,234365300,한식,영업/정상,2012-03-26,일반음식점,미등록,가능,,있음,37.5339297,127.0913483,9250
윤식당,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 지하1층 A010호 (구의동)",서울특별시 광진구 구의동 546-4 테크노-마트21,구의동,02 4550620,한식,영업/정상,2012-03-30,일반음식점,미등록,불가능,,없음,37.5354852,127.0954867,10000
자양동손칼국수,"서울특별시 광진구 뚝섬로 624, 1층 (자양동)",서울특별시 광진구 자양동 606-12,자양동,02 4470052,한식,영업/정상,2012-04-05,일반음식점,미등록,가능,,없음,37.5320526,127.0789801,9000
전북아구,서울특별시 광진구 자양로48길 4 (구의동),서울특별시 광진구 구의동 47-9,구의동,02 4589932,한식,영업/정상,2012-05-15,일반음식점,미등록,불가능,,없음,37.5515926,127.092272,38000
이츠모하레,"서울특별시 광진구 면목로 31, 1층 (군자동)",서울특별시 광진구 군자동 469-12번지,군자동,02 4580616,일식,영업/정상,2012-06-27,일반음식점,미등록,가능,,없음,37.556959,127.0761782,20000
초지일관홍대리,"서울특별시 광진구 아차산로34길 7, 1층 (자양동)",서울특별시 광진구 자양동 1-4,자양동,02 4681321,한식,영업/정상,2012-07-16,일반음식점,미등록,불가능,,있음,37.5397551,127.0697026,22750
아차김밥,"서울특별시 광진구 천호대로129길 68, 지층 (구의동)",서울특별시 광진구 구의동 28-38,구의동,02 4681307,분식,영업/정상,2012-07-23,일반음식점,미등록,불가능,,없음,37.5542372,127.0927022,3575
메종 드 프레지에,"서울특별시 광진구 구의강변로 86, 1층 105호 (구의동)",서울특별시 광진구 구의동 214-6 1층 105호,구의동,02444 5750,까페,영업/정상,2012-07-27,일반음식점,미등록,가능,,없음,37.5381389,127.0939329,24950
고향국시,"서울특별시 광진구 군자로 83, 1층 (군자동)",서울특별시 광진구 군자동 346-37,군자동,264488295,통닭(치킨),영업/정상,2012-08-08,일반음식점,미등록,불가능,,없음,37.5505861,127.0708846,12750
자양동등심집,서울특별시 광진구 동일로 72 (자양동),서울특별시 광진구 자양동 250-70,자양동,02 4666464,한식,영업/정상,2012-09-06,일반음식점,미등록,불가능,,없음,37.5391705,127.0625392,25000
건륭,"서울특별시 광진구 자양로 73, 지층 (자양동)",서울특별시 광진구 자양동 628-25번지,자양동,02 4465505,중국식,영업/정상,2012-09-11,일반음식점,미등록,불가능,,없음,37.534331,127.0840858,12625
고고기,"서울특별시 광진구 아차산로 471, 1층 (구의동)",서울특별시 광진구 구의동 212-3,구의동,02454 0092,한식,영업/정상,2012-09-13,일반음식점,미등록,가능,,있음,37.5404134,127.0939444,14000
힙지로39포차,"서울특별시 광진구 동일로22길 107, 지층 (화양동)",서울특별시 광진구 화양동 8-102,화양동,02 4993903,호프/통닭,영업/정상,2012-09-13,일반음식점,미등록,불가능,,있음,37.5409192,127.070003,18400
왕솥뚜껑삼겹살,"서울특별시 광진구 능동로47길 7, 1층 (중곡동)",서울특별시 광진구 중곡동 164-2번지,중곡동,,한식,영업/정상,2012-10-25,일반음식점,미등록,가능,,없음,37.5629294,127.0821809,13250
최고집풍천장어,"서울특별시 광진구 아차산로51길 79, 1층 (구의동)",서울특별시 광진구 구의동 251-98,구의동,02 4443392,한식,영업/정상,2012-11-02,일반음식점,미등록,불가능,,없음,37.5406347,127.084995,24250
고메,"서울특별시 광진구 능동로36길 18, 1층 (능동)",서울특별시 광진구 능동 223-33,능동,02 4532361,한식,영업/정상,2012-11-27,일반음식점,미등록,불가능,,없음,37.5559767,127.0800894,25750
부둣가,"서울특별시 광진구 면목로 62, 1층 (중곡동)",서울특별시 광진구 중곡동 643-5번지 (1층),중곡동,,일식,영업/정상,2013-01-31,일반음식점,미등록,불가능,,없음,37.5593635,127.0778384,40500
아쿠슈,"서울특별시 광진구 아차산로55길 27, 1층 (구의동)",서울특별시 광진구 구의동 257-105번지 (1층),구의동,,일식,영업/정상,2013-02-15,일반음식점,미등록,불가능,,없음,37.5385498,127.0863791,21375
세븐식당,"서울특별시 광진구 자양로6길 23, 1층 (자양동)",서울특별시 광진구 자양동 682-11번지,자양동,02 4523419,한식,영업/정상,2013-03-14,일반음식점,미등록,가능,,없음,37.5324619,127.0870761,11750
좁은식당,"서울특별시 광진구 능동로 18 (자양동, 이튼타워3차상가120호)",서울특별시 광진구 자양동 855,자양동,7088013177,한식,영업/정상,2013-04-01,일반음식점,미등록,불가능,,없음,37.5329888,127.0680604,10875
선인장두부,"서울특별시 광진구 영화사로 98-1, 지층 (구의동)",서울특별시 광진구 구의동 19-3,구의동,02 4558088,한식,영업/정상,2013-05-06,일반음식점,미등록,가능,,없음,37.5543651,127.096638,13250
아찌떡볶이,"서울특별시 광진구 아차산로29길 53, 1층 (화양동)",서울특별시 광진구 화양동 34-5번지 (1층),화양동,02 4628340,분식,영업/정상,2013-05-22,일반음식점,미등록,가능,,있음,37.5432234,127.0691408,9500
난이네 실내포차,"서울특별시 광진구 뚝섬로 485-1, 1층 (자양동)",서울특별시 광진구 자양동 43-36번지 (1층),자양동,02465 4556,정종/대포집/소주방,영업/정상,2013-07-01,일반음식점,미등록,불가능,,없음,37.5364934,127.0643505,52500
본초쌍화,"서울특별시 광진구 자양로5길 33, 지층 (자양동)",서울특별시 광진구 자양동 663-21,자양동,222010816,까페,영업/정상,2013-07-01,일반음식점,미등록,가능,,없음,37.5309059,127.0841536,6375
카츠옹,"서울특별시 광진구 자양번영로 21, 1층 (자양동)",서울특별시 광진구 자양동 584-3,자양동,02 4464972,한식,영업/정상,2013-07-17,일반음식점,미등록,불가능,,있음,37.5315277,127.0749454,13750
몽블랙,"서울특별시 광진구 아차산로31길 27, 3층 (화양동)",서울특별시 광진구 화양동 9-76번지,화양동,,호프/통닭,영업/정상,2013-09-16,일반음식점,미등록,불가능,,없음,37.5422566,127.0696338,7750
부산야시장,"서울특별시 광진구 광나루로 361, 1층 (군자동)",서울특별시 광진구 군자동 360-20번지,군자동,,분식,영업/정상,2013-09-25,일반음식점,미등록,불가능,,없음,37.5485676,127.07022,6000
춘향중화요리,서울특별시 광진구 긴고랑로 99 (중곡동),서울특별시 광진구 중곡동 150-184,중곡동,02 4445244,한식,영업/정상,2013-09-26,일반음식점,미등록,불가능,,없음,37.5602534,127.0864692,15000
맏뜻,서울특별시 광진구 아차산로 387-5 (구의동),서울특별시 광진구 구의동 246-74,구의동,,일식,영업/정상,2013-10-10,일반음식점,미등록,가능,,없음,37.5373555,127.0855466,49000
임면옥,"서울특별시 광진구 능동로 338, 1층 (중곡동)",서울특별시 광진구 중곡동 161-28번지 (1층),중곡동,234363811,까페,영업/정상,2013-10-10,일반음식점,미등록,가능,,없음,37.5594924,127.0810349,11750
담아,서울특별시 광진구 아차산로63길 13 (구의동),서울특별시 광진구 구의동 210-7번지,구의동,,한식,영업/정상,2013-10-11,일반음식점,미등록,가능,,없음,37.5400635,127.0925756,4125
삼일민물장어,"서울특별시 광진구 천호대로 685, 1,2층 (구의동)",서울특별시 광진구 구의동 57-62번지,구의동,02 4548808,한식,영업/정상,2013-10-28,일반음식점,미등록,가능,,없음,37.5502403,127.0912738,40250
사다리가로선,"서울특별시 광진구 광나루로24길 13, 1층 (화양동)",서울특별시 광진구 화양동 495-15,화양동,,경양식,영업/정상,2013-10-28,일반음식점,미등록,불가능,,없음,37.5458003,127.0764965,6566
경복궁,"서울특별시 광진구 광나루로56길 85, 9층 19,20호 (구의동)",서울특별시 광진구 구의동 546-4번지,구의동,234241210,한식,영업/정상,2013-10-30,일반음식점,미등록,가능,,없음,37.5356993,127.095765,13750
뽀끼랑,"서울특별시 광진구 천호대로112길 13, 1층 (능동)",서울특별시 광진구 능동 235-1번지 (1층),능동,,한식,영업/정상,2013-11-18,일반음식점,미등록,불가능,,없음,37.5554293,127.0815028,3875
모서리에 커피집,"서울특별시 광진구 능동로17길 5, 1층 (화양동)",서울특별시 광진구 화양동 94-1번지,화양동,,까페,영업/정상,2013-12-06,일반음식점,미등록,가능,,없음,37.5460588,127.0730113,5875
한솔식당,"서울특별시 광진구 광나루로12길 19, 1층 (화양동)",서울특별시 광진구 화양동 20-25번지,화양동,,한식,영업/정상,2013-12-09,일반음식점,미등록,가능,,없음,37.5467351,127.0676173,12000
한솔식당,"서울특별시 광진구 광나루로12길 19, 1층 (화양동)",서울특별시 광진구 화양동 20-25번지,화양동,,한식,영업/정상,2013-12-09,일반음식점,미등록,가능,,없음,37.5467351,127.0676173,7750
진미생고기,"서울특별시 광진구 자양로15길 96, 1층 (자양동)",서울특별시 광진구 자양동 612-28 (1층),자양동,,한식,영업/정상,2014-01-07,일반음식점,미등록,가능,,없음,37.5347876,127.0783737,8000
몽다래향라관,"서울특별시 광진구 동일로18길 23, 2층 (자양동)",서울특별시 광진구 자양동 16-37번지 2층,자양동,,중국식,영업/정상,2014-03-10,일반음식점,미등록,불가능,,없음,37.5397918,127.0643356,24250
시골밥상,"서울특별시 광진구 동일로64길 43, 1층 (중곡동)",서울특별시 광진구 중곡동 624-20번지 1층,중곡동,02469 3535,한식,영업/정상,2014-03-11,일반음식점,미등록,가능,,없음,37.5602081,127.0771711,16750
시골밥상,"서울특별시 광진구 동일로64길 43, 1층 (중곡동)",서울특별시 광진구 중곡동 624-20번지 1층,중곡동,02469 3535,한식,영업/정상,2014-03-11,일반음식점,미등록,가능,,없음,37.5602081,127.0771711,8500
초라멘,"서울특별시 광진구 능동로13길 80, 1층 (화양동)",서울특별시 광진구 화양동 16-28번지 1층,화양동,,호프/통닭,영업/정상,2014-03-12,일반음식점,미등록,불가능,,없음,37.5451684,127.0689042,9066
해룡마라룽샤,"서울특별시 광진구 동일로18길 36, 제에이동 1층 102,103호 (자양동, 도시엔)","서울특별시 광진구 자양동 857 도시엔 에이동 1층 102,103호 ",자양동,02462 4009,중국식,영업/정상,2014-03-18,일반음식점,미등록,불가능,,없음,37.5393594,127.0647237,24250
